Region,Gender,Year,Lowerbound,Upperbound,Mean_Estimate,Country,age_group,CI_WIDTH,Obesity_level,CI_Width,Condition
Americas,Both,2013,24.80669,28.45436,26.62316,JAM,Adult,3.6476700000000015,Moderate,3.6476700000000015,Obesity
Americas,Male,2020,17.85994,25.74568,21.66645,DOM,Adult,7.885739999999998,Low,7.885739999999998,Obesity
Africa,Female,2018,2.26351,4.03206,3.08104,BDI,Adult,1.7685500000000003,Low,1.7685500000000003,Obesity
Western Pacific,Both,2019,4.00897,5.00811,4.48997,JPN,Adult,0.9991400000000006,Low,0.9991400000000006,Obesity
Africa,Female,2022,8.24661,13.30379,10.56998,SLE,Adult,5.057179999999999,Low,5.057179999999999,Obesity
Europe,Female,2022,30.27528,39.13427,34.64729,HRV,Adult,8.858990000000002,High,8.858990000000002,Obesity
Americas,Male,2014,15.99546,20.06616,17.95947,DOM,Adult,4.0707,Low,4.0707,Obesity
,Male,2022,20.17684,23.83234,21.94161,EMR,Adult,3.6555,Low,3.6555,Obesity
Americas,Male,2022,26.6307,49.51047,37.4445,KNA,Adult,22.879769999999997,High,22.879769999999997,Obesity
Eastern Mediterranean,Both,2022,5.86141,17.44613,10.86511,DJI,Adult,11.58472,Low,11.58472,Obesity
Americas,Female,2013,19.57981,23.9128,21.65185,CUB,Adult,4.332990000000002,Low,4.332990000000002,Obesity
Africa,Male,2016,1.55298,5.76843,3.21876,SSD,Adult,4.215450000000001,Low,4.215450000000001,Obesity
Western Pacific,Female,2014,2.66403,3.6307,3.13159,KHM,Adult,0.9666700000000001,Low,0.9666700000000001,Obesity
Western Pacific,Female,2016,8.04738,11.09793,9.49752,SGP,Adult,3.0505499999999994,Low,3.0505499999999994,Obesity
,Female,2017,15.77032,16.27889,16.01743,GLOBAL,Adult,0.5085700000000006,Low,0.5085700000000006,Obesity
,Female,2020,16.95631,17.76005,17.3538,GLOBAL,Adult,0.8037400000000012,Low,0.8037400000000012,Obesity
Americas,Male,2015,9.79615,18.89198,14.07432,DMA,Adult,9.09583,Low,9.09583,Obesity
Europe,Male,2013,22.3569,28.60452,25.35333,GEO,Adult,6.247620000000001,Moderate,6.247620000000001,Obesity
South-East Asia,Female,2017,9.31868,12.44449,10.81304,LKA,Adult,3.1258099999999995,Low,3.1258099999999995,Obesity
Europe,Both,2013,15.74815,19.51931,17.57709,NOR,Adult,3.77116,Low,3.77116,Obesity
Europe,Male,2012,9.37967,13.42946,11.30402,AZE,Adult,4.04979,Low,4.04979,Obesity
Europe,Female,2016,15.47089,29.04484,21.8047,CYP,Adult,13.57395,Low,13.57395,Obesity
Africa,Both,2014,9.35822,12.25348,10.74762,CPV,Adult,2.8952600000000004,Low,2.8952600000000004,Obesity
Europe,Male,2022,19.13508,28.50331,23.62822,ISR,Adult,9.36823,Low,9.36823,Obesity
,Male,2013,2.9141,3.34724,3.12504,SEAR,Adult,0.4331400000000003,Low,0.4331400000000003,Obesity
Americas,Female,2021,49.17459,59.25645,54.21245,Bahamas,Adult,10.081859999999999,High,10.081859999999999,Obesity
Western Pacific,Male,2012,3.7465,4.99333,4.34518,PHL,Adult,1.24683,Low,1.24683,Obesity
Europe,Female,2015,24.37181,34.48608,29.28026,LVA,Adult,10.114270000000001,Moderate,10.114270000000001,Obesity
Western Pacific,Male,2021,6.34716,8.24744,7.25106,KOR,Adult,1.9002799999999995,Low,1.9002799999999995,Obesity
,Male,2013,23.05132,24.00719,23.52424,WB_HI,Adult,0.9558700000000009,Low,0.9558700000000009,Obesity
Eastern Mediterranean,Both,2015,4.08823,12.59181,7.65609,DJI,Adult,8.50358,Low,8.50358,Obesity
Africa,Female,2012,8.93999,10.97874,9.93823,BEN,Adult,2.0387500000000003,Low,2.0387500000000003,Obesity
Western Pacific,Male,2021,36.89723,55.79702,46.17437,PYF,Adult,18.899790000000003,High,18.899790000000003,Obesity
Africa,Both,2014,1.71622,4.66011,2.77757,BDI,Adult,2.9438900000000006,Low,2.9438900000000006,Obesity
Americas,Male,2021,3.21895,9.82876,6.04646,HTI,Adult,6.609810000000001,Low,6.609810000000001,Obesity
Africa,Female,2017,2.97861,6.34704,4.42694,ERI,Adult,3.3684299999999996,Low,3.3684299999999996,Obesity
Western Pacific,Both,2012,40.00922,47.13843,43.48542,PYF,Adult,7.1292100000000005,High,7.1292100000000005,Obesity
Eastern Mediterranean,Male,2012,21.54432,27.42147,24.48564,LBN,Adult,5.87715,Low,5.87715,Obesity
Western Pacific,Both,2012,38.07359,43.55497,40.84745,PLW,Adult,5.481379999999994,High,5.481379999999994,Obesity
Europe,Both,2015,22.34609,25.57101,23.93636,DEU,Adult,3.224920000000001,Low,3.224920000000001,Obesity
Americas,Both,2014,18.89474,20.1505,19.53486,PER,Adult,1.2557600000000022,Low,1.2557600000000022,Obesity
Africa,Male,2013,2.29284,4.43465,3.24554,CAF,Adult,2.1418100000000004,Low,2.1418100000000004,Obesity
Americas,Male,2013,24.89013,36.24392,30.4906,PRI,Adult,11.353790000000004,High,11.353790000000004,Obesity
Africa,Male,2015,1.85335,9.99998,4.84415,GNB,Adult,8.14663,Low,8.14663,Obesity
,Both,2021,24.41599,26.11119,25.26061,EUR,Adult,1.6951999999999998,Moderate,1.6951999999999998,Obesity
Africa,Both,2017,6.61841,9.70665,8.02339,MLI,Adult,3.08824,Low,3.08824,Obesity
Western Pacific,Both,2019,15.27393,22.63735,18.81512,VUT,Adult,7.363420000000001,Low,7.363420000000001,Obesity
Western Pacific,Female,2016,26.36753,30.25291,28.26971,AUS,Adult,3.8853800000000014,Moderate,3.8853800000000014,Obesity
Eastern Mediterranean,Male,2015,1.27932,7.65514,3.62109,DJI,Adult,6.37582,Low,6.37582,Obesity
Europe,Both,2019,21.50751,26.65708,24.06825,ALB,Adult,5.149570000000001,Low,5.149570000000001,Obesity
Europe,Both,2018,26.21842,32.07893,29.07512,IRL,Adult,5.860510000000001,Moderate,5.860510000000001,Obesity
Europe,Male,2015,29.76748,39.20079,34.4402,MLT,Adult,9.433309999999999,High,9.433309999999999,Obesity
Americas,Female,2014,39.95366,56.49962,48.21877,KNA,Adult,16.54596,High,16.54596,Obesity
Americas,Both,2016,25.57097,29.66786,27.58864,CRI,Adult,4.096890000000002,Moderate,4.096890000000002,Obesity
Europe,Female,2022,22.30476,33.98724,27.98365,EST,Adult,11.682479999999998,Moderate,11.682479999999998,Obesity
Africa,Both,2018,7.89711,10.61389,9.21477,TZA,Adult,2.71678,Low,2.71678,Obesity
Europe,Female,2016,26.96519,32.98909,30.01377,Armenia,Adult,6.023899999999998,High,6.023899999999998,Obesity
Africa,Male,2014,4.18166,8.50461,6.11155,MLI,Adult,4.32295,Low,4.32295,Obesity
Africa,Female,2016,15.03594,19.64078,17.26688,STP,Adult,4.604839999999999,Low,4.604839999999999,Obesity
Eastern Mediterranean,Female,2019,15.15704,20.93982,17.97471,AFG,Adult,5.782780000000001,Low,5.782780000000001,Obesity
Africa,Male,2013,2.12753,3.99552,2.96074,MOZ,Adult,1.8679899999999998,Low,1.8679899999999998,Obesity
Europe,Male,2017,23.77918,33.14032,28.30836,SVK,Adult,9.361140000000002,Moderate,9.361140000000002,Obesity
Africa,Both,2019,12.47549,15.04131,13.72221,LBR,Adult,2.5658199999999987,Low,2.5658199999999987,Obesity
Eastern Mediterranean,Both,2014,27.77675,31.46249,29.61575,PSE,Adult,3.685739999999999,Moderate,3.685739999999999,Obesity
Africa,Female,2017,6.43523,8.72814,7.55288,MWI,Adult,2.29291,Low,2.29291,Obesity
Africa,Male,2020,1.33301,3.01443,2.07346,MWI,Adult,1.68142,Low,1.68142,Obesity
Western Pacific,Both,2020,15.31831,23.4111,19.18047,VUT,Adult,8.09279,Low,8.09279,Obesity
Americas,Male,2016,16.77486,21.58691,19.12785,DOM,Adult,4.812049999999999,Low,4.812049999999999,Obesity
Africa,Female,2020,33.66583,44.82952,39.1132,SWZ,Adult,11.163690000000003,High,11.163690000000003,Obesity
Europe,Both,2019,24.53613,29.79148,27.11705,RUS,Adult,5.25535,Moderate,5.25535,Obesity
Europe,Both,2019,23.97284,29.60456,26.81473,Greenland,Adult,5.631719999999998,Moderate,5.631719999999998,Obesity
Europe,Both,2012,21.84295,27.408,24.57779,UKR,Adult,5.565050000000003,Low,5.565050000000003,Obesity
Africa,Male,2022,4.7999,10.62141,7.4021,LSO,Adult,5.821509999999999,Low,5.821509999999999,Obesity
Americas,Female,2021,42.35562,53.05133,47.74348,JAM,Adult,10.695709999999998,High,10.695709999999998,Obesity
Western Pacific,Male,2014,9.46591,17.06471,12.95251,PNG,Adult,7.598800000000002,Low,7.598800000000002,Obesity
Africa,Male,2014,2.39875,7.47835,4.51655,TCD,Adult,5.079599999999999,Low,5.079599999999999,Obesity
,Male,2014,20.40317,21.52624,20.95407,EUR,Adult,1.123070000000002,Low,1.123070000000002,Obesity
Africa,Female,2012,12.89013,15.51364,14.16236,CMR,Adult,2.6235100000000013,Low,2.6235100000000013,Obesity
Africa,Female,2015,7.69843,10.17711,8.87494,SLE,Adult,2.4786800000000007,Low,2.4786800000000007,Obesity
Western Pacific,Female,2018,5.93103,7.26842,6.57251,CHN,Adult,1.33739,Low,1.33739,Obesity
Africa,Both,2013,3.02117,3.93659,3.45615,BFA,Adult,0.9154199999999997,Low,0.9154199999999997,Obesity
Africa,Male,2016,1.77493,3.92507,2.72727,COD,Adult,2.15014,Low,2.15014,Obesity
Western Pacific,Male,2013,52.94373,64.12438,58.69286,NIU,Adult,11.18065,High,11.18065,Obesity
Europe,Both,2017,18.86961,22.27656,20.55954,ESP,Adult,3.4069499999999984,Low,3.4069499999999984,Obesity
,Female,2019,25.1626,26.97469,26.0714,EUR,Adult,1.8120899999999978,Moderate,1.8120899999999978,Obesity
Africa,Both,2018,7.50696,9.54619,8.47613,TGO,Adult,2.039229999999999,Low,2.039229999999999,Obesity
Africa,Female,2012,8.71652,10.86082,9.75261,TZA,Adult,2.144300000000001,Low,2.144300000000001,Obesity
Americas,Female,2019,40.29346,51.9884,46.00096,VCT,Adult,11.694939999999995,High,11.694939999999995,Obesity
Americas,Both,2014,25.50545,29.34032,27.39883,JAM,Adult,3.8348699999999987,Moderate,3.8348699999999987,Obesity
,Female,2017,24.52688,25.80796,25.15739,WB_HI,Adult,1.2810800000000029,Moderate,1.2810800000000029,Obesity
Western Pacific,Female,2013,0.81623,1.18848,0.9918,VNM,Adult,0.37224999999999997,Low,0.37224999999999997,Obesity
Europe,Male,2014,20.1673,25.2789,22.67354,EST,Adult,5.111599999999999,Low,5.111599999999999,Obesity
Western Pacific,Male,2021,28.70835,42.71492,35.59482,KIR,Adult,14.00657,High,14.00657,Obesity
Western Pacific,Both,2015,53.21904,59.10204,56.14747,WSM,Adult,5.883000000000003,High,5.883000000000003,Obesity
Eastern Mediterranean,Both,2013,25.35764,30.39759,27.84379,ARE,Adult,5.039950000000001,Moderate,5.039950000000001,Obesity
,Male,2020,4.56351,5.94636,5.20273,WB_LI,Adult,1.3828500000000004,Low,1.3828500000000004,Obesity
Europe,Male,2022,30.11312,38.77827,34.39974,CZE,Adult,8.66515,High,8.66515,Obesity
Africa,Both,2018,4.57975,5.70724,5.12728,UGA,Adult,1.1274899999999999,Low,1.1274899999999999,Obesity
Eastern Mediterranean,Female,2015,30.29958,43.34685,36.5505,SYR,Adult,13.047270000000005,High,13.047270000000005,Obesity
Americas,Male,2021,27.63697,38.31964,32.8763,CHL,Adult,10.682669999999998,High,10.682669999999998,Obesity
Africa,Both,2017,7.56273,9.95074,8.72751,TZA,Adult,2.3880099999999995,Low,2.3880099999999995,Obesity
Western Pacific,Male,2014,2.3898,4.93221,3.50494,LAO,Adult,2.5424100000000003,Low,2.5424100000000003,Obesity
Africa,Male,2022,5.3917,16.83777,10.2927,GAB,Adult,11.446069999999999,Low,11.446069999999999,Obesity
Americas,Male,2018,15.79903,24.27636,19.8964,SLV,Adult,8.47733,Low,8.47733,Obesity
Europe,Male,2015,28.51736,34.07207,31.28286,HUN,Adult,5.5547099999999965,High,5.5547099999999965,Obesity
Americas,Female,2014,22.93901,28.14875,25.4688,BOL,Adult,5.20974,Moderate,5.20974,Obesity
Europe,Both,2018,32.26506,38.41172,35.319,GEO,Adult,6.146660000000004,High,6.146660000000004,Obesity
Eastern Mediterranean,Male,2019,8.62393,14.2239,11.2856,AFG,Adult,5.599970000000001,Low,5.599970000000001,Obesity
Africa,Both,2013,3.12919,4.26932,3.66651,NER,Adult,1.1401299999999996,Low,1.1401299999999996,Obesity
Africa,Male,2016,3.58526,6.05308,4.72641,BEN,Adult,2.4678199999999997,Low,2.4678199999999997,Obesity
Americas,Male,2012,15.00887,18.77516,16.86131,DOM,Adult,3.7662899999999997,Low,3.7662899999999997,Obesity
Europe,Female,2016,15.58367,24.02929,19.57637,ISL,Adult,8.44562,Low,8.44562,Obesity
Americas,Male,2014,12.56397,17.54213,14.92951,GTM,Adult,4.978160000000001,Low,4.978160000000001,Obesity
Eastern Mediterranean,Male,2015,6.61377,11.53794,8.9108,AFG,Adult,4.924170000000001,Low,4.924170000000001,Obesity
Eastern Mediterranean,Female,2013,45.40122,48.98671,47.17768,EGY,Adult,3.58549,High,3.58549,Obesity
Eastern Mediterranean,Female,2019,31.87659,39.77809,35.84693,ARE,Adult,7.901499999999999,High,7.901499999999999,Obesity
Africa,Both,2016,19.95798,24.46651,22.18887,SWZ,Adult,4.50853,Low,4.50853,Obesity
Americas,Both,2015,20.83454,25.09561,22.92028,GUY,Adult,4.26107,Low,4.26107,Obesity
Americas,Female,2018,35.97986,39.01143,37.49698,MEX,Adult,3.031569999999995,High,3.031569999999995,Obesity
Africa,Both,2018,8.27676,10.489,9.35165,NGA,Adult,2.2122400000000013,Low,2.2122400000000013,Obesity
Americas,Both,2022,34.48627,47.56183,41.01081,PRI,Adult,13.075560000000003,High,13.075560000000003,Obesity
Americas,Both,2020,29.25932,35.64572,32.40809,JAM,Adult,6.386399999999998,High,6.386399999999998,Obesity
Eastern Mediterranean,Both,2021,12.38949,17.40205,14.80176,SDN,Adult,5.012559999999999,Low,5.012559999999999,Obesity
Western Pacific,Male,2018,10.00899,18.44386,13.92645,VUT,Adult,8.43487,Low,8.43487,Obesity
Europe,Female,2014,14.19414,19.84135,16.92068,NOR,Adult,5.647209999999998,Low,5.647209999999998,Obesity
Africa,Female,2013,6.52758,8.91579,7.67766,MOZ,Adult,2.388209999999999,Low,2.388209999999999,Obesity
Eastern Mediterranean,Both,2020,35.88866,47.68405,41.75581,QAT,Adult,11.795389999999998,High,11.795389999999998,Obesity
Europe,Both,2015,17.67141,22.12199,19.85526,LUX,Adult,4.450579999999999,Low,4.450579999999999,Obesity
Europe,Male,2022,20.33671,30.74544,25.30663,Greenland,Adult,10.408729999999998,Moderate,10.408729999999998,Obesity
Western Pacific,Male,2022,30.2559,35.8967,33.05907,NZL,Adult,5.640800000000002,High,5.640800000000002,Obesity
Eastern Mediterranean,Male,2015,4.54289,8.61593,6.3875,YEM,Adult,4.073040000000001,Low,4.073040000000001,Obesity
Europe,Male,2017,17.93192,32.87892,25.12342,CYP,Adult,14.947,Moderate,14.947,Obesity
Africa,Male,2013,1.99698,6.57547,3.81436,AGO,Adult,4.57849,Low,4.57849,Obesity
Europe,Both,2012,14.26809,17.14325,15.67648,KAZ,Adult,2.8751599999999975,Low,2.8751599999999975,Obesity
Eastern Mediterranean,Female,2021,9.96459,18.09643,13.64749,YEM,Adult,8.131840000000002,Low,8.131840000000002,Obesity
Americas,Female,2013,22.1401,27.14824,24.60005,BOL,Adult,5.008140000000001,Low,5.008140000000001,Obesity
Europe,Male,2019,18.93545,24.87863,21.83144,MDA,Adult,5.943180000000002,Low,5.943180000000002,Obesity
Africa,Male,2020,8.38197,15.55008,11.67115,SWZ,Adult,7.168109999999999,Low,7.168109999999999,Obesity
Eastern Mediterranean,Female,2015,21.50272,27.3255,24.38288,MAR,Adult,5.822780000000002,Low,5.822780000000002,Obesity
Africa,Male,2013,3.41476,5.16983,4.23226,LSO,Adult,1.7550700000000004,Low,1.7550700000000004,Obesity
Europe,Both,2018,20.89362,25.08549,22.97598,ISR,Adult,4.1918700000000015,Low,4.1918700000000015,Obesity
Western Pacific,Female,2013,71.64914,82.52661,77.29769,ASM,Adult,10.877470000000002,High,10.877470000000002,Obesity
Europe,Both,2017,18.83609,21.8809,20.35389,ITA,Adult,3.044810000000002,Low,3.044810000000002,Obesity
Americas,Female,2018,26.422,30.2476,28.2984,BRA,Adult,3.825599999999998,Moderate,3.825599999999998,Obesity
Western Pacific,Male,2013,28.88518,36.5406,32.69157,FSM,Adult,7.6554199999999994,High,7.6554199999999994,Obesity
Western Pacific,Both,2017,5.82637,6.62901,6.22041,CHN,Adult,0.8026400000000002,Low,0.8026400000000002,Obesity
Eastern Mediterranean,Male,2019,22.34106,28.71079,25.44075,PSE,Adult,6.369730000000001,Moderate,6.369730000000001,Obesity
Europe,Female,2020,26.27561,38.05837,32.03561,MLT,Adult,11.782759999999996,High,11.782759999999996,Obesity
Western Pacific,Both,2020,19.10059,23.08606,21.06332,MYS,Adult,3.9854699999999994,Low,3.9854699999999994,Obesity
Americas,Male,2017,12.88726,20.28434,16.36811,VCT,Adult,7.397080000000001,Low,7.397080000000001,Obesity
Americas,Both,2013,29.36381,32.3938,30.85263,CHL,Adult,3.029989999999998,High,3.029989999999998,Obesity
Europe,Male,2013,21.26637,25.02015,23.08738,ESP,Adult,3.7537800000000026,Low,3.7537800000000026,Obesity
Europe,Female,2017,11.17844,17.09491,14.03111,AUT,Adult,5.916469999999999,Low,5.916469999999999,Obesity
Western Pacific,Male,2019,32.31937,42.0906,37.1216,MHL,Adult,9.771230000000003,High,9.771230000000003,Obesity
Europe,Both,2012,12.98162,14.51165,13.74137,DNK,Adult,1.53003,Low,1.53003,Obesity
Americas,Both,2012,28.6231,34.33097,31.36797,BRB,Adult,5.70787,High,5.70787,Obesity
South-East Asia,Both,2016,11.4695,14.00706,12.70605,MDV,Adult,2.537559999999999,Low,2.537559999999999,Obesity
Western Pacific,Male,2015,53.55325,65.68117,59.84362,NIU,Adult,12.127919999999996,High,12.127919999999996,Obesity
Eastern Mediterranean,Female,2014,28.04141,33.89004,30.96024,OMN,Adult,5.84863,High,5.84863,Obesity
,Female,2019,13.40449,14.62663,14.00586,AFR,Adult,1.2221400000000013,Low,1.2221400000000013,Obesity
Americas,Male,2017,17.08427,22.49835,19.73805,DOM,Adult,5.4140799999999984,Low,5.4140799999999984,Obesity
Americas,Male,2020,13.77775,22.03127,17.66688,JAM,Adult,8.25352,Low,8.25352,Obesity
Africa,Male,2019,2.18067,6.91808,4.12215,GIN,Adult,4.73741,Low,4.73741,Obesity
Europe,Male,2021,30.96447,40.0007,35.48481,HRV,Adult,9.036230000000003,High,9.036230000000003,Obesity
Americas,Female,2016,25.34306,29.16108,27.22282,ECU,Adult,3.818019999999997,Moderate,3.818019999999997,Obesity
Eastern Mediterranean,Female,2019,39.63746,52.38279,46.01058,QAT,Adult,12.745330000000003,High,12.745330000000003,Obesity
Eastern Mediterranean,Both,2022,22.78747,34.18742,28.264,TUN,Adult,11.399950000000004,Moderate,11.399950000000004,Obesity
Eastern Mediterranean,Female,2021,37.26312,42.69353,39.9451,JOR,Adult,5.430410000000002,High,5.430410000000002,Obesity
Americas,Male,2015,12.40898,18.91833,15.47609,VCT,Adult,6.509350000000001,Low,6.509350000000001,Obesity
Eastern Mediterranean,Female,2017,44.4213,51.30969,47.82042,KWT,Adult,6.888390000000001,High,6.888390000000001,Obesity
Americas,Male,2017,18.73251,29.46943,23.92555,BRB,Adult,10.736919999999998,Low,10.736919999999998,Obesity
Europe,Both,2019,18.87702,23.64468,21.18782,BEL,Adult,4.767659999999999,Low,4.767659999999999,Obesity
Africa,Female,2021,5.83227,8.22364,6.96052,RWA,Adult,2.3913699999999993,Low,2.3913699999999993,Obesity
Europe,Both,2019,17.87776,22.07193,19.96951,ESP,Adult,4.19417,Low,4.19417,Obesity
Eastern Mediterranean,Both,2012,10.85723,12.67047,11.74504,PAK,Adult,1.8132400000000004,Low,1.8132400000000004,Obesity
Americas,Male,2019,23.05106,34.03044,28.43737,URY,Adult,10.979379999999999,Moderate,10.979379999999999,Obesity
Americas,Both,2019,31.65204,40.98268,36.18716,BRB,Adult,9.330640000000002,High,9.330640000000002,Obesity
Western Pacific,Both,2017,62.60916,70.95575,66.91477,TKL,Adult,8.346589999999992,High,8.346589999999992,Obesity
,Female,2022,35.5546,38.79265,37.1641,AMR,Adult,3.238050000000001,High,3.238050000000001,Obesity
Europe,Female,2016,10.27622,13.62487,11.8936,DNK,Adult,3.3486499999999992,Low,3.3486499999999992,Obesity
Americas,Both,2021,33.92633,36.83173,35.35821,MEX,Adult,2.9054,High,2.9054,Obesity
Eastern Mediterranean,Male,2014,21.98527,28.52455,25.26801,Iraq,Adult,6.5392800000000015,Moderate,6.5392800000000015,Obesity
South-East Asia,Male,2018,2.89781,4.292,3.54885,NPL,Adult,1.3941899999999996,Low,1.3941899999999996,Obesity
Americas,Both,2012,19.09232,22.92502,20.93295,GUY,Adult,3.832699999999999,Low,3.832699999999999,Obesity
Europe,Male,2012,24.16287,28.96619,26.57977,GRC,Adult,4.803319999999999,Moderate,4.803319999999999,Obesity
Africa,Both,2013,25.65677,27.49525,26.58596,ZAF,Adult,1.838479999999997,Moderate,1.838479999999997,Obesity
Americas,Male,2014,23.06441,29.95221,26.37012,BLZ,Adult,6.887800000000002,Moderate,6.887800000000002,Obesity
Europe,Male,2016,17.38667,21.4037,19.37002,ITA,Adult,4.017030000000002,Low,4.017030000000002,Obesity
Americas,Both,2016,31.70087,35.68552,33.66648,CHL,Adult,3.9846499999999985,High,3.9846499999999985,Obesity
Europe,Female,2015,23.26108,28.55765,25.85802,CZE,Adult,5.296569999999999,Moderate,5.296569999999999,Obesity
Western Pacific,Male,2019,9.91415,19.27545,14.19079,VUT,Adult,9.3613,Low,9.3613,Obesity
,Both,2020,25.5371,26.90398,26.22939,WB_HI,Adult,1.3668800000000019,Moderate,1.3668800000000019,Obesity
Europe,Both,2018,18.78021,27.37883,22.98452,BIH,Adult,8.59862,Low,8.59862,Obesity
Americas,Male,2018,14.57495,19.63803,16.98499,CUB,Adult,5.063080000000001,Low,5.063080000000001,Obesity
